order_id,user_id,order_date,product_id,product_name,category,quantity,price
ORD-2217,U036,2025-12-22,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-2217,U036,2025-12-22,P004,Nescafe Coffee 100g,beverage,1,5.0
ORD-2173,U035,2025-12-22,P009,Apples 1kg,produce,1,3.0
ORD-2173,U035,2025-12-22,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-2173,U035,2025-12-22,P002,Whole Wheat Bread,pantry,2,2.0
ORD-2955,U057,2025-12-22,P009,Apples 1kg,produce,2,3.0
ORD-2955,U057,2025-12-22,P002,Whole Wheat Bread,pantry,2,2.0
ORD-2955,U057,2025-12-22,P001,Amul Milk 1L,dairy,2,1.5
ORD-2955,U057,2025-12-22,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-3025,U059,2025-12-22,P002,Whole Wheat Bread,pantry,2,2.0
ORD-3025,U059,2025-12-22,P005,Refined Sugar 1kg,pantry,1,1.2
ORD-3025,U059,2025-12-22,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-3025,U059,2025-12-22,P010,Olive Oil 500ml,pantry,1,8.0
ORD-1131,U006,2025-12-22,P005,Refined Sugar 1kg,pantry,2,1.2
ORD-1131,U006,2025-12-22,P001,Amul Milk 1L,dairy,1,1.5
ORD-1059,U003,2025-12-22,P005,Refined Sugar 1kg,pantry,2,1.2
ORD-1174,U007,2025-12-22,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-3778,U081,2025-12-22,P009,Apples 1kg,produce,2,3.0
ORD-1059,U003,2025-12-22,P009,Apples 1kg,produce,1,3.0
ORD-4249,U098,2025-12-23,P001,Amul Milk 1L,dairy,2,1.5
ORD-3321,U068,2025-12-23,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-3321,U068,2025-12-23,P002,Whole Wheat Bread,pantry,1,2.0
ORD-3321,U068,2025-12-23,P009,Apples 1kg,produce,2,3.0
ORD-3860,U085,2025-12-23,P001,Amul Milk 1L,dairy,2,1.5
ORD-3860,U085,2025-12-23,P009,Apples 1kg,produce,1,3.0
ORD-1262,U009,2025-12-23,P002,Whole Wheat Bread,pantry,2,2.0
ORD-4011,U091,2025-12-23,P002,Whole Wheat Bread,pantry,2,2.0
ORD-1262,U009,2025-12-23,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-2131,U034,2025-12-23,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-2131,U034,2025-12-23,P009,Apples 1kg,produce,2,3.0
ORD-2131,U034,2025-12-23,P004,Nescafe Coffee 100g,beverage,1,5.0
ORD-2131,U034,2025-12-23,P001,Amul Milk 1L,dairy,2,1.5
ORD-2560,U047,2025-12-23,P002,Whole Wheat Bread,pantry,1,2.0
ORD-2560,U047,2025-12-23,P001,Amul Milk 1L,dairy,1,1.5
ORD-2560,U047,2025-12-23,P009,Apples 1kg,produce,1,3.0
ORD-2605,U048,2025-12-23,P007,Coca Cola 2L,beverage,1,2.5
ORD-2605,U048,2025-12-23,P009,Apples 1kg,produce,2,3.0
ORD-2605,U048,2025-12-23,P004,Nescafe Coffee 100g,beverage,2,5.0
ORD-2605,U048,2025-12-23,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-4249,U098,2025-12-23,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-4249,U098,2025-12-23,P002,Whole Wheat Bread,pantry,2,2.0
ORD-1262,U009,2025-12-23,P008,Quaker Oats 1kg,pantry,1,4.0
ORD-4011,U091,2025-12-23,P009,Apples 1kg,produce,1,3.0
ORD-3128,U062,2025-12-24,P001,Amul Milk 1L,dairy,1,1.5
ORD-3954,U089,2025-12-24,P001,Amul Milk 1L,dairy,2,1.5
ORD-3954,U089,2025-12-24,P009,Apples 1kg,produce,2,3.0
ORD-2911,U056,2025-12-24,P002,Whole Wheat Bread,pantry,2,2.0
ORD-2911,U056,2025-12-24,P005,Refined Sugar 1kg,pantry,2,1.2
ORD-4110,U094,2025-12-24,P002,Whole Wheat Bread,pantry,1,2.0
ORD-4110,U094,2025-12-24,P001,Amul Milk 1L,dairy,1,1.5
ORD-4110,U094,2025-12-24,P009,Apples 1kg,produce,1,3.0
ORD-4055,U092,2025-12-24,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-4055,U092,2025-12-24,P002,Whole Wheat Bread,pantry,2,2.0
ORD-4055,U092,2025-12-24,P009,Apples 1kg,produce,2,3.0
ORD-2278,U038,2025-12-24,P001,Amul Milk 1L,dairy,2,1.5
ORD-2278,U038,2025-12-24,P002,Whole Wheat Bread,pantry,1,2.0
ORD-2278,U038,2025-12-24,P009,Apples 1kg,produce,2,3.0
ORD-3487,U073,2025-12-24,P004,Nescafe Coffee 100g,beverage,2,5.0
ORD-3487,U073,2025-12-24,P002,Whole Wheat Bread,pantry,1,2.0
ORD-3487,U073,2025-12-24,P001,Amul Milk 1L,dairy,1,1.5
ORD-3128,U062,2025-12-24,P002,Whole Wheat Bread,pantry,2,2.0
ORD-3128,U062,2025-12-24,P009,Apples 1kg,produce,1,3.0
ORD-3128,U062,2025-12-24,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-3253,U066,2025-12-24,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-3210,U065,2025-12-24,P002,Whole Wheat Bread,pantry,2,2.0
ORD-3210,U065,2025-12-24,P001,Amul Milk 1L,dairy,2,1.5
ORD-1941,U029,2025-12-24,P002,Whole Wheat Bread,pantry,1,2.0
ORD-4180,U096,2025-12-24,P002,Whole Wheat Bread,pantry,2,2.0
ORD-4180,U096,2025-12-24,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-2085,U033,2025-12-24,P002,Whole Wheat Bread,pantry,2,2.0
ORD-3253,U066,2025-12-24,P002,Whole Wheat Bread,pantry,1,2.0
ORD-3210,U065,2025-12-24,P009,Apples 1kg,produce,2,3.0
ORD-1941,U029,2025-12-24,P001,Amul Milk 1L,dairy,2,1.5
ORD-1941,U029,2025-12-24,P009,Apples 1kg,produce,2,3.0
ORD-1841,U026,2025-12-25,P002,Whole Wheat Bread,pantry,2,2.0
ORD-2030,U031,2025-12-25,P009,Apples 1kg,produce,2,3.0
ORD-2030,U031,2025-12-25,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-2393,U042,2025-12-25,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-1001,U001,2025-12-25,P009,Apples 1kg,produce,1,3.0
ORD-1985,U030,2025-12-25,P009,Apples 1kg,produce,1,3.0
ORD-1985,U030,2025-12-25,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-1306,U010,2025-12-25,P002,Whole Wheat Bread,pantry,1,2.0
ORD-3400,U071,2025-12-25,P008,Quaker Oats 1kg,pantry,2,4.0
ORD-3443,U072,2025-12-25,P002,Whole Wheat Bread,pantry,2,2.0
ORD-1132,U006,2025-12-25,P002,Whole Wheat Bread,pantry,1,2.0
ORD-3443,U072,2025-12-25,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-3443,U072,2025-12-25,P009,Apples 1kg,produce,1,3.0
ORD-1132,U006,2025-12-25,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-2393,U042,2025-12-25,P009,Apples 1kg,produce,1,3.0
ORD-1841,U026,2025-12-25,P001,Amul Milk 1L,dairy,1,1.5
ORD-3400,U071,2025-12-25,P001,Amul Milk 1L,dairy,2,1.5
ORD-1132,U006,2025-12-25,P008,Quaker Oats 1kg,pantry,2,4.0
ORD-1306,U010,2025-12-25,P009,Apples 1kg,produce,1,3.0
ORD-2393,U042,2025-12-25,P007,Coca Cola 2L,beverage,2,2.5
ORD-2030,U031,2025-12-25,P002,Whole Wheat Bread,pantry,1,2.0
ORD-1549,U017,2025-12-25,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-2665,U050,2025-12-25,P001,Amul Milk 1L,dairy,2,1.5
ORD-2665,U050,2025-12-25,P004,Nescafe Coffee 100g,beverage,1,5.0
ORD-1549,U017,2025-12-25,P002,Whole Wheat Bread,pantry,1,2.0
ORD-1549,U017,2025-12-25,P001,Amul Milk 1L,dairy,1,1.5
ORD-1707,U021,2025-12-25,P001,Amul Milk 1L,dairy,2,1.5
ORD-1060,U003,2025-12-25,P001,Amul Milk 1L,dairy,2,1.5
ORD-2665,U050,2025-12-25,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-2776,U053,2025-12-25,P001,Amul Milk 1L,dairy,1,1.5
ORD-1060,U003,2025-12-25,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-1001,U001,2025-12-25,P002,Whole Wheat Bread,pantry,2,2.0
ORD-1001,U001,2025-12-25,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-2502,U045,2025-12-25,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-2502,U045,2025-12-25,P002,Whole Wheat Bread,pantry,1,2.0
ORD-2502,U045,2025-12-25,P009,Apples 1kg,produce,1,3.0
ORD-1663,U020,2025-12-25,P009,Apples 1kg,produce,2,3.0
ORD-2502,U045,2025-12-25,P001,Amul Milk 1L,dairy,1,1.5
ORD-2733,U052,2025-12-25,P002,Whole Wheat Bread,pantry,2,2.0
ORD-2776,U053,2025-12-25,P009,Apples 1kg,produce,2,3.0
ORD-1707,U021,2025-12-25,P009,Apples 1kg,produce,1,3.0
ORD-1707,U021,2025-12-25,P007,Coca Cola 2L,beverage,2,2.5
ORD-2393,U042,2025-12-25,P006,Lays Classic Chips,snacks,2,1.0
ORD-1219,U008,2025-12-25,P001,Amul Milk 1L,dairy,1,1.5
ORD-3552,U075,2025-12-25,P001,Amul Milk 1L,dairy,2,1.5
ORD-2776,U053,2025-12-25,P007,Coca Cola 2L,beverage,1,2.5
ORD-1219,U008,2025-12-25,P002,Whole Wheat Bread,pantry,2,2.0
ORD-3552,U075,2025-12-25,P005,Refined Sugar 1kg,pantry,2,1.2
ORD-2733,U052,2025-12-25,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-1663,U020,2025-12-25,P002,Whole Wheat Bread,pantry,1,2.0
ORD-1663,U020,2025-12-25,P005,Refined Sugar 1kg,pantry,2,1.2
ORD-2733,U052,2025-12-25,P001,Amul Milk 1L,dairy,2,1.5
ORD-3733,U080,2025-12-26,P005,Refined Sugar 1kg,pantry,2,1.2
ORD-2822,U054,2025-12-26,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-3779,U081,2025-12-26,P009,Apples 1kg,produce,2,3.0
ORD-4012,U091,2025-12-26,P001,Amul Milk 1L,dairy,2,1.5
ORD-4012,U091,2025-12-26,P002,Whole Wheat Bread,pantry,1,2.0
ORD-2710,U051,2025-12-26,P007,Coca Cola 2L,beverage,1,2.5
ORD-4156,U095,2025-12-26,P007,Coca Cola 2L,beverage,2,2.5
ORD-4012,U091,2025-12-26,P009,Apples 1kg,produce,1,3.0
ORD-3861,U085,2025-12-26,P001,Amul Milk 1L,dairy,2,1.5
ORD-1406,U013,2025-12-26,P002,Whole Wheat Bread,pantry,1,2.0
ORD-3779,U081,2025-12-26,P002,Whole Wheat Bread,pantry,1,2.0
ORD-3002,U058,2025-12-26,P008,Quaker Oats 1kg,pantry,1,4.0
ORD-2132,U034,2025-12-26,P007,Coca Cola 2L,beverage,1,2.5
ORD-2350,U041,2025-12-26,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-2350,U041,2025-12-26,P002,Whole Wheat Bread,pantry,1,2.0
ORD-3917,U087,2025-12-26,P007,Coca Cola 2L,beverage,1,2.5
ORD-2434,U043,2025-12-26,P007,Coca Cola 2L,beverage,2,2.5
ORD-3083,U061,2025-12-26,P002,Whole Wheat Bread,pantry,1,2.0
ORD-3083,U061,2025-12-26,P009,Apples 1kg,produce,2,3.0
ORD-3083,U061,2025-12-26,P005,Refined Sugar 1kg,pantry,2,1.2
ORD-2867,U055,2025-12-26,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-3173,U063,2025-12-26,P002,Whole Wheat Bread,pantry,1,2.0
ORD-2867,U055,2025-12-26,P001,Amul Milk 1L,dairy,2,1.5
ORD-2174,U035,2025-12-26,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-2174,U035,2025-12-26,P009,Apples 1kg,produce,1,3.0
ORD-2822,U054,2025-12-26,P008,Quaker Oats 1kg,pantry,1,4.0
ORD-2822,U054,2025-12-26,P004,Nescafe Coffee 100g,beverage,1,5.0
ORD-2822,U054,2025-12-26,P009,Apples 1kg,produce,2,3.0
ORD-2132,U034,2025-12-26,P009,Apples 1kg,produce,1,3.0
ORD-2132,U034,2025-12-26,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-2132,U034,2025-12-26,P002,Whole Wheat Bread,pantry,1,2.0
ORD-2174,U035,2025-12-26,P002,Whole Wheat Bread,pantry,1,2.0
ORD-2350,U041,2025-12-26,P001,Amul Milk 1L,dairy,2,1.5
ORD-3733,U080,2025-12-26,P002,Whole Wheat Bread,pantry,1,2.0
ORD-3861,U085,2025-12-26,P002,Whole Wheat Bread,pantry,2,2.0
ORD-4292,U099,2025-12-26,P007,Coca Cola 2L,beverage,2,2.5
ORD-4315,U100,2025-12-26,P007,Coca Cola 2L,beverage,2,2.5
ORD-3641,U077,2025-12-26,P007,Coca Cola 2L,beverage,2,2.5
ORD-3733,U080,2025-12-26,P009,Apples 1kg,produce,1,3.0
ORD-1797,U025,2025-12-26,P001,Amul Milk 1L,dairy,1,1.5
ORD-1797,U025,2025-12-26,P010,Olive Oil 500ml,pantry,1,8.0
ORD-1897,U028,2025-12-26,P002,Whole Wheat Bread,pantry,1,2.0
ORD-1797,U025,2025-12-26,P009,Apples 1kg,produce,1,3.0
ORD-1618,U019,2025-12-26,P001,Amul Milk 1L,dairy,1,1.5
ORD-1618,U019,2025-12-26,P009,Apples 1kg,produce,1,3.0
ORD-1897,U028,2025-12-26,P003,Farm Eggs 12pk,dairy,2,3.5
ORD-4224,U097,2025-12-26,P007,Coca Cola 2L,beverage,2,2.5
ORD-4224,U097,2025-12-26,P006,Lays Classic Chips,snacks,2,1.0
ORD-3376,U070,2025-12-26,P006,Lays Classic Chips,snacks,1,1.0
ORD-3376,U070,2025-12-26,P007,Coca Cola 2L,beverage,1,2.5
ORD-1595,U018,2025-12-26,P007,Coca Cola 2L,beverage,2,2.5
ORD-1595,U018,2025-12-26,P004,Nescafe Coffee 100g,beverage,2,5.0
ORD-3665,U078,2025-12-26,P007,Coca Cola 2L,beverage,2,2.5
ORD-1505,U016,2025-12-26,P008,Quaker Oats 1kg,pantry,2,4.0
ORD-1505,U016,2025-12-26,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-1406,U013,2025-12-26,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-3298,U067,2025-12-26,P007,Coca Cola 2L,beverage,2,2.5
ORD-3298,U067,2025-12-26,P005,Refined Sugar 1kg,pantry,2,1.2
ORD-3530,U074,2025-12-26,P006,Lays Classic Chips,snacks,2,1.0
ORD-3530,U074,2025-12-26,P007,Coca Cola 2L,beverage,2,2.5
ORD-3779,U081,2025-12-26,P001,Amul Milk 1L,dairy,1,1.5
ORD-1406,U013,2025-12-26,P009,Apples 1kg,produce,1,3.0
ORD-1505,U016,2025-12-26,P002,Whole Wheat Bread,pantry,1,2.0
ORD-1762,U023,2025-12-26,P007,Coca Cola 2L,beverage,2,2.5
ORD-3733,U080,2025-12-26,P004,Nescafe Coffee 100g,beverage,1,5.0
ORD-3689,U079,2025-12-26,P001,Amul Milk 1L,dairy,1,1.5
ORD-1618,U019,2025-12-26,P002,Whole Wheat Bread,pantry,2,2.0
ORD-1618,U019,2025-12-26,P004,Nescafe Coffee 100g,beverage,2,5.0
ORD-3689,U079,2025-12-26,P009,Apples 1kg,produce,2,3.0
ORD-3596,U076,2025-12-27,P003,Farm Eggs 12pk,dairy,1,3.5
ORD-1364,U012,2025-12-27,P002,Whole Wheat Bread,pantry,2,2.0
ORD-2218,U036,2025-12-27,P006,Lays Classic Chips,snacks,2,1.0
ORD-3596,U076,2025-12-27,P001,Amul Milk 1L,dairy,1,1.5
ORD-4111,U094,2025-12-27,P010,Olive Oil 500ml,pantry,2,8.0
ORD-2457,U044,2025-12-27,P009,Apples 1kg,produce,2,3.0
